     210    4    4    0        9239.645199	360	   2	    B-   
     102    4    4    0       11281.215783	493	   3	    B-   
     040    4    4    0        6886.422726	239	   10	    A+   
     030    4    4    0        5315.693366	260	   7	    A+   
     211    5    0    5       12424.620713	214	   7	    A+   
     201    5    0    5       10892.350956	722	   5	    B+   
     013    5    0    5       12829.525173	106	   6	    A+   
     101    5    0    5        7541.742999	139	   20	    A+   
     221    5    0    5       13921.246455	108	   2	    B-   
     031    5    0    5        8664.132735	244	   7	    A+   
     301    5    0    5       14097.015068	61	   4	    B+   
     011    5    0    5        5630.103870	131	   19	    A+   
     103    5    0    5       14578.703065	49	   4	    B+   
     003    5    0    5       11301.879974	281	   6	    A+   
     021    5    0    5        7165.540166	121	   22	    A+   
     001    5    0    5        4060.518257	26	   16	    A+   
     111    5    0    5        9093.269321	198	   9	    A+   
     401    5    0    5       17153.585255	931	   3	    B-   
     041    5    0    5       10121.365079	395	   2	    B-   
     131    5    0    5       12091.092280	281	   5	    B+   
     121    5    0    5       10610.268679	274	   6	    A+   
     310    5    1    5       12415.517797	422	   3	    B+   
     210    5    1    5        9053.696038	485	   4	    B+   
     010    5    1    5        1914.933741	15	   62	    A+   
     102    5    1    5       11147.829738	306	   3	    B-   
     060    5    1    5        9245.461853	333	   3	    B-   
     020    5    1    5        3468.442061	27	   19	    A+   
     202    5    1    5       14489.593985	925	   2	    B-   
     012    5    1    5        9283.186800	355	   5	    B+   
     130    5    1    5        8576.210345	248	   6	    A+   
     120    5    1    5        7078.182460	153	   17	    A+   
     110    5    1    5        5541.521207	164	   14	    A+   
     200    5    1    5        7498.881244	137	   17	    A+   
     100    5    1    5        3968.687361	29	   15	    A+   
     112    5    1    5       12681.469422	407	   3	    B+   
     040    5    1    5        6453.483421	203	   9	    A+   
     000    5    1    5         325.215704	0	   329	    A+   
     230    5    1    5       12054.449843	356	   2	    B-   
     500    5    1    5       17152.692579	2121	   2	    B-   
     032    5    1    5       12284.461691	503	   1	    C   
     300    5    1    5       10881.280800	431	   4	    B-   
     220    5    1    5       10570.528429	1667	   2	    B-   
     030    5    1    5        4982.721680	228	   5	    B+   
     002    5    1    5        7733.245852	196	   10	    A+   
     022    5    1    5       10801.033891	503	   1	    C   
     050    5    1    5        7875.353931	503	   1	    C   
